,end_position,entity_type,lefts,rights,start_position,subtree,text_value
213,7713,PRODUCT,[],[],7694,"[    , 328\n\nAddition]",    328\n\nAddition
214,7734,PERSON,"[Nicotine, 328\n\nAddition]",[],7714,"[Nicotine,     , 328\n\nAddition, Bates, RJR__000003114]",Bates RJR__000003114
215,7740,DATE,[],[],7736,[0001],0001
216,7779,DATE,[],[],7775,[1984],1984
217,7806,ORG,[1984],[],7780,"[1984, BAT, Delegate, Presentations]",BAT Delegate Presentations
218,7814,CARDINAL,[],[],7810,[    ],    
219,7885,ORG,[],[to],7814,"[330\n\nthe, Structured, Creativity, Conference, Bates\n\nRJR_000000606.0001, to, RJR_000000606.0172, RJR-403,  ]",330\n\nthe Structured Creativity Conference Bates\n\nRJR_000000606.0001
220,7917,PERSON,[],[],7889,"[RJR_000000606.0172, RJR-403,  ]",RJR_000000606.0172 RJR-403  
221,7954,ORG,[],[ ],7917,"[The, Importance, of, Biological, Research,  ]",The Importance of Biological Research
222,7968,CARDINAL,[],[],7956,[389\n\nBates],389\n\nBates
223,7987,PERSON,[],[],7969,[RJR_000000403.0001],RJR_000000403.0001
224,8021,PRODUCT,[to\n\nRJR_000000403.0005],"[-, provided]",8013,"[to\n\nRJR_000000403.0005, AM000300, -, Not, provided,                                                       ]",AM000300
225,8091,ORG,[],[],8037,[                                                      ],                                                      
226,8175,LAW,[],[],8122,[                                                     ],                                                     
227,8259,LAW,[],[],8206,[                                                     ],                                                     
228,8274,CARDINAL,[],[],8259,[446\n\nAC001250],446\n\nAC001250
229,8291,CARDINAL,[],[],8286,[Three],Three
230,8314,ORG,[],[],8312,[  ],  
231,8341,PRODUCT,[],[],8314,"[464\n\nsmoke\n\nBL000100,   ]",464\n\nsmoke\n\nBL000100   
232,8513,PERSON,[],[],8464,[                                                 ],                                                 
233,8528,CARDINAL,[],[],8513,[495\n\nVERTTEXT],495\n\nVERTTEXT
234,8550,CARDINAL,[],[],8547,[212],212
235,8648,CARDINAL,[],[],8645,[212],212
236,8867,ORG,[],[],8865,[  ],  
237,8888,CARDINAL,[],[],8885,[279],279
238,9032,CARDINAL,[],[],9020,[4*\n\no\n\n4],4*\n\no\n\n4
239,9178,CARDINAL,[],[],9176,[24],24
240,9209,QUANTITY,[],[],9179,"[25\n\nPage, 271\n\nVIDEOGRAPHER]",25\n\nPage 271\n\nVIDEOGRAPHER
241,9242,CARDINAL,[],[],9241,[1],1
242,9292,PERSON,[],[],9276,"[Christopher, Cook]",Christopher Cook
243,9300,PERSON,[],['s],9294,"[Today\, 's]",Today\
244,9320,DATE,[],"[,, 2011]",9311,"[July, 22nd, ,, 2011]",July 22nd
245,9326,DATE,[],[],9322,[2011],2011
246,9367,DATE,[],[],9362,[09:01],09:01
247,9423,DATE,[],[],9407,"[the, previous, day]",the previous day
248,9447,PERSON,[],[],9445,[MR],MR
249,9466,PERSON,[],[],9449,"[ANDERSON:\n\nQ.,  ]",ANDERSON:\n\nQ.  
250,9497,PERSON,[],[],9484,"[Cook.\n\nA.,  ]",Cook.\n\nA.  
251,9570,TIME,[],[],9558,"[this, morning]",this morning
252,9601,PERSON,[that],"[going, .]",9595,"[that, we\'re, going, to, go, through, this, morning, and, authenticate, .,  ]",we\'re
253,9634,TIME,[],[],9622,"[this, morning]",this morning
254,9733,CARDINAL,[],[ ],9722,"[4041.\n\nA.,  ]",4041.\n\nA.
255,9798,GPE,[marked],[],9790,"[marked, RJR-4041]",RJR-4041
256,9823,DATE,[],[],9817,[annual],annual
257,9862,ORG,[],[],9834,"[The, American, Tobacco, Company]",The American Tobacco Company
258,9882,CARDINAL,[],[],9881,[1],1
259,9921,PERSON,[],[],9896,"[that?\n\nA.,  , Yes.\n\nQ.,  ]",that?\n\nA.  Yes.\n\nQ.  
260,9972,DATE,[],[],9968,[1958],1958
261,10016,ORG,[],[],9992,"[American, Tobacco, Company]",American Tobacco Company
262,10194,CARDINAL,[],[],10191,[279],279
263,10332,PERSON,[],[],10230,"[www.veritext.com\n\n212-490-3430\n\nen\n\nCO\n\nO)\n\nikHiiiiiii[|ii\xef\xbf\xbdHnki,           , CO\n\no]",www.veritext.com\n\n212-490-3430\n\nen\n\nCO\n\nO)\n\nikHiiiiiii[|ii\xef\xbf\xbdHnki           CO\n\no
264,10354,ORG,[],[],10333,[o\x0c\npgNbr=8\nl->ll],o\x0c\npgNbr=8\nl->ll
265,10419,PERSON,[<],"[""]",10355,"[<, M.UM*\xef\xbf\xbd, >, l*l<\xef\xbf\xbd\xef\xbf\xbdN.llM, \xef\xbf\xbd, ""]",M.UM*\xef\xbf\xbd>l*l<\xef\xbf\xbd\xef\xbf\xbdN.llM \xef\xbf\xbd
266,10529,DATE,[],[],10513,"[272\n\n1\n\tQ.,  ]",272\n\n1\n\tQ.  
267,10581,PERSON,"[an, authentic]","[Report, be]",10566,"[an, authentic, copy\n\n2\n\tof, the, 1958, Annual, Report, from, American, Tobacco\n\n3\n\tCompany?\n\n4\n\tA.,  , Appears, to, be, to, the, best, of, my, knowledge.\n\n5\n\tQ.,  ]",copy\n\n2\n\tof
268,10590,DATE,[],[],10582,"[the, 1958]",the 1958
269,10618,NORP,[],[],10610,[American],American
270,10656,PERSON,[],[],10619,"[Tobacco\n\n3\n\tCompany?\n\n4\n\tA.,  ]",Tobacco\n\n3\n\tCompany?\n\n4\n\tA.  
271,10711,MONEY,[my],[],10688,"[my, knowledge.\n\n5\n\tQ.,  ]",knowledge.\n\n5\n\tQ.  
272,10789,MONEY,[],[],10782,[RJR-799],RJR-799
273,10810,PERSON,[],[on],10798,"[\xef\xbf\xbd, on, the, cover\n\n7\n\tpage]",\xef\xbf\xbd
274,10849,DATE,[],[],10845,[1959],1959
275,10856,DATE,[],[],10850,[Annual],Annual
276,10901,ORG,[],"[,, and, pages\n\n9\n\tlong]",10865,"[The, American\n\n8\n\tTobacco, Company, ,, and, it\, 's, approximately, 26, pages\n\n9\n\tlong]",The American\n\n8\n\tTobacco Company
277,11077,DATE,[],[],11073,[1959],1959
278,11103,NORP,[],[],11095,[American],American
279,11247,DATE,[],[],11228,"[Okay.\n\n17\n\tQ.,  ]",Okay.\n\n17\n\tQ.  
280,11322,DATE,[],[],11318,[1959],1959
281,11351,PERSON,"[the, 1959, annual]",[],11330,"[the, 1959, annual, report?\n\n19\n\tA.,  ]",report?\n\n19\n\tA.  
282,11528,PERSON,[],[],11511,[the\n\n23\n\ttime],the\n\n23\n\ttime
283,11608,CARDINAL,[],[],11605,[279],279
284,11672,CARDINAL,[],[],11669,[490],490
285,11709,PERSON,[mini],[],11707,"[mini, mm]",mm
286,11864,FAC,"[com\n\n212, mm]",[.],11710,"[com\n\n212, -, 490, -, 3430\n\n\xef\xbf\xbdUMtwupi,  , mini, mm, nmm*m*mmmmmm\n\n\xef\xbf\xbdf, -, ww*\n\n\xef\xbf\xbdwm\xef\xbf\xbdw.njnmpi!iwi\'\'i,""i\'""""""n\'""""\n\ncn\n\nCO\n\no>\n\n4*\n\n00\n\no\n\n4*\n\no\x0c\npgNbr=9\n, .]","nmm*m*mmmmmm\n\n\xef\xbf\xbdf-ww*\n\n\xef\xbf\xbdwm\xef\xbf\xbdw.njnmpi!iwi\'\'i,""i\'""""""n\'""""\n\ncn\n\nCO\n\no>\n\n4*\n\n00\n\no\n\n4*\n\no\x0c\npgNbr=9\n"
287,12152,PERSON,[],[back],12146,"[We\'re, back, on, the, record]",We\'re
288,12197,PERSON,[],[],12195,[MR],MR
289,12216,PERSON,[],[],12199,"[ANDERSON:\n\nQ.,  ]",ANDERSON:\n\nQ.  
290,12220,GPE,[],[],12216,[I\'d],I\'d
291,12260,PERSON,[Dr.],[],12256,"[Dr., Cook]",Cook
292,12290,GPE,[],[],12283,[RJR-800],RJR-800
293,12325,DATE,[],[],12321,[1961],1961
294,12369,ORG,[],[],12341,"[The, American, Tobacco, Company]",The American Tobacco Company
295,12409,CARDINAL,[],[],12393,"[approximately, 28]",approximately 28
296,12567,ORG,[],[],12545,"[the, 1961, Annual, Report]",the 1961 Annual Report
297,12599,NORP,[],[],12591,[American],American
298,12692,PERSON,[my],[ ],12676,"[my, knowledge.\n\nQ.,  ]",knowledge.\n\nQ.
299,12712,PERSON,[],['s],12700,"[you.\n\nLet\, 's]",you.\n\nLet\
300,12769,PERSON,[],[],12762,[RJR-802],RJR-802
301,12840,ORG,[],[1962],12798,"[The, American, Tobacco, Company, Annual, Report, 1962]",The American Tobacco Company Annual Report
302,12845,DATE,[],[],12841,[1962],1962
303,12884,PERSON,[],[],12859,"[that?\n\nA.,  , Yes.\n\nQ.,  ]",that?\n\nA.  Yes.\n\nQ.  
304,12903,CARDINAL,[],[],12901,[27],27
305,13020,DATE,[],[],13016,[1962],1962
306,13111,ORG,[],[],13054,"[The, American, Tobacco, Company.\n\n212, -, 279, -, 9424\n\nVERITEXT]",The American Tobacco Company.\n\n212-279-9424\n\nVERITEXT
307,13364,PERSON,[],[],13250,[                                                                                                                  ],                                                                                                                  
308,13395,PERSON,[],[],13373,"[\xef\xbf\xbd, 111111111]",\xef\xbf\xbd 111111111
309,13490,PRODUCT,[],[],13466,[Wi\n\nCI\n\nw\n\noo\n\no],Wi\n\nCI\n\nw\n\noo\n\no
310,13519,PERSON,[],[],13494,[o\n\n00\x0c\npgNbr=10\nbi],o\n\n00\x0c\npgNbr=10\nbi
311,13753,PERSON,[],[],13578,[^;ii^.i-----u.\xef\xbf\xbd\n\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage],^;ii^.i-----u.\xef\xbf\xbd\n\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage
312,13763,MONEY,[],[ ],13754,"[274\n\nA.,  ]",274\n\nA.
313,13840,PERSON,[my],[],13824,"[my, knowledge.\n\nQ.]",knowledge.\n\nQ.
314,13851,PERSON,[],['s],13847,"[Let\, 's]",Let\
315,13964,ORG,[],[],13936,"[The, American, Tobacco, Company]",The American Tobacco Company
316,13971,DATE,[],[],13965,[annual],annual
317,13983,DATE,[],[],13979,[1963],1963
318,13993,CARDINAL,[],[],13991,[27],27
319,14109,DATE,[],[],14105,[1963],1963
320,14155,ORG,[],[],14127,"[The, American, Tobacco, Company]",The American Tobacco Company
321,14184,PERSON,[],[],14163,"[stockholders.\n\nA.,  ]",stockholders.\n\nA.  
322,14259,PERSON,[my],[ ],14243,"[my, knowledge.\n\nQ.,  ]",knowledge.\n\nQ.
323,14352,CARDINAL,[],[],14351,[1],1
324,14390,ORG,[],"[1965, Report]",14362,"[The, American, Tobacco, Company, 1965, Annual, Report]",The American Tobacco Company
325,14395,DATE,[],[],14391,[1965],1965
326,14448,PERSON,[],[],14423,"[that?\n\nA.,  , Yes.\n\nQ.,  ]",that?\n\nA.  Yes.\n\nQ.  
327,14467,CARDINAL,[],[],14465,[28],28
328,14558,ORG,[],[],14539,"[the, Exhibit, RJR-804]",the Exhibit RJR-804
329,14591,DATE,[],[],14587,[1965],1965
330,14626,ORG,[],[],14602,"[American, Tobacco, Company]",American Tobacco Company
331,14693,CARDINAL,[],[],14690,[279],279
332,14863,CARDINAL,"[iiBUBiyupmiwwmwimiwiii, ......]",[.....],14851,"[www.veritext.com\n\n212-490-3430\n\niMwumnimimtmmtmmmmwmmfwm\'\n\nippBMMMfMWMi\'wiiiiiiiiii, iiBUBiyupmiwwmwimiwiii, n, ......, \xef\xbf\xbd, .....]",\xef\xbf\xbd
333,15278,GPE,[>],[],14989,"[oo\n\no, -p, >, o\n\nCD\x0c\npgNbr=11\nlntiWliMIMMI\xef\xbf\xbdWHlT\xef\xbf\xbdl>4\xef\xbf\xbdil\xef\xbf\xbdtW\'l\xef\xbf\xbd\xef\xbf\xbdni\xef\xbf\xbd, .-, i.a\n\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage]",o\n\nCD\x0c\npgNbr=11\nlntiWliMIMMI\xef\xbf\xbdWHlT\xef\xbf\xbdl>4\xef\xbf\xbdil\xef\xbf\xbdtW\'l\xef\xbf\xbd\xef\xbf\xbdni\xef\xbf\xbd.-i.a\n\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage
334,15301,PERSON,[],[],15297,"[A.,  ]",A.  
335,15398,PERSON,[my],[],15380,"[my, knowledge.\n\nQ.,  ]",knowledge.\n\nQ.  
336,15469,PERSON,[],[],15462,[RJR-805],RJR-805
337,15492,CARDINAL,[],[],15491,[2],2
338,15567,ORG,[],[Report],15539,"[The, American, Tobacco, Company, 1966, Annual, Report]",The American Tobacco Company
339,15572,DATE,[],[],15568,[1966],1966
340,15658,CARDINAL,[],[],15656,[31],31
341,15805,ORG,[the],[],15778,"[the, American, Tobacco, Company\, 's]",American Tobacco Company\'s
342,15810,DATE,[],[],15806,[1966],1966
343,15846,PERSON,[],[],15842,"[A.,  ]",A.  
344,15986,PERSON,[],[],15979,[RJR-806],RJR-806
345,16001,ORDINAL,[],[],15996,[first],first
346,16043,ORG,[],"[,, Report]",16015,"[The, American, Tobacco, Company, ,, 1967, Annual, Report]",The American Tobacco Company
347,16049,DATE,[],[],16045,[1967],1967
348,16084,CARDINAL,[],[],16082,[32],32
349,16201,DATE,[],[],16197,[1967],1967
350,16247,ORG,[],[],16219,"[The, American, Tobacco, Company]",The American Tobacco Company
351,16273,PERSON,[],[],16269,"[A.,  ]",A.  
352,16388,ORG,"[my, 9424\n\nVERITEXT]",[],16371,"[my, knowledge.\n\n212, -, 279, -, 9424\n\nVERITEXT, REPORTING, COMPANY]",REPORTING COMPANY
353,16558,PERSON,[],[],16536,"[276\n\n\n\n\t1\n\tQ.,  ]",276\n\n\n\n\t1\n\tQ.  
354,16619,PERSON,[],[],16589,"[exhibit,\n\n\n\n\n\t2\n\twhich]","exhibit,\n\n\n\n\n\t2\n\twhich"
355,16637,PERSON,[],[],16630,[RJR-807],RJR-807
356,16710,ORG,[it],[],16661,"[it, says\n\n\n\n\n\t3\n\tThe, American, Tobacco, Company]",says\n\n\n\n\n\t3\n\tThe American Tobacco Company
357,16716,DATE,[],[],16712,[1968],1968
358,16767,CARDINAL,[],[],16765,[36],36
359,16916,DATE,[],[],16912,[1968],1968
360,16978,ORG,[],[],16931,"[of\n\n\n\n\n\t7\n\tThe, American, Tobacco, Company]",of\n\n\n\n\n\t7\n\tThe American Tobacco Company
361,17143,GPE,[my],[ ],17113,"[my, knowledge.\n\n\n\n\n\t11\n\tQ.,  ]",knowledge.\n\n\n\n\n\t11\n\tQ.
362,17207,PERSON,[],[],17179,[that\n\n\n\n\n\t12\n\tbinder],that\n\n\n\n\n\t12\n\tbinder
363,17274,ORG,[a],[],17239,"[a, different\n\t{\n\nc\n\t13\n\tbinder]",different\n\t{\n\nc\n\t13\n\tbinder
364,17282,ORG,[],[],17277,[I\'ll],I\'ll
365,17321,ORG,[],[],17294,[you.\n\n\n\n\n\t14\n\tThank],you.\n\n\n\n\n\t14\n\tThank
366,17425,PERSON,[],[],17419,[we\'re],we\'re
367,17465,ORG,[],[],17438,[looking\n\n\n\n\n\t17\n\tat],looking\n\n\n\n\n\t17\n\tat
368,17481,CARDINAL,[],[],17477,[3159],3159
369,17491,PERSON,[],[],17483,[RJR-3159],RJR-3159
370,17535,PERSON,[],[],17506,[that\n\n\n\n\n\t18\n\texhibit],that\n\n\n\n\n\t18\n\texhibit
371,17637,CARDINAL,[Exhibit],[],17633,"[Exhibit, 3159]",3159
372,17647,GPE,[],[],17643,[I\'d],I\'d
373,17785,DATE,[],[],17767,"[October, 14th, ,, 1955]","October 14th, 1955"
374,17824,PERSON,"[then, to]","[below, it\]",17799,"[then, to, the\n\n\n\n\n\t23\n\tleft, just, below, that, it\, 's, addressed, to, Mrs., Keith\n\n\n\n\n\t24\n\tShipley, Sutton, ,, III, ,, 93, Joralemon, Street, ,, Brooklyn\n\n\n\n\n\t25\n\t1, ,, New, York.\n\n\n\n\n\t\tVERITEXT, REPORTING, COMPANY\n\n\n\n\n\t212, -, 279, -, 9424,              ]",the\n\n\n\n\n\t23\n\tleft
375,17902,PERSON,[],"[,, III, ,, Street]",17896,"[Sutton, ,, III, ,, 93, Joralemon, Street]",Sutton
376,17911,CARDINAL,[],[],17909,[93],93
377,17928,FAC,[93],[],17912,"[93, Joralemon, Street]",Joralemon Street
378,17990,ORG,[],[],17959,"[New, York.\n\n\n\n\n\t\tVERITEXT]",New York.\n\n\n\n\n\t\tVERITEXT
379,18046,PRODUCT,[],[],18001,"[COMPANY\n\n\n\n\n\t212, -, 279, -, 9424,              ]",COMPANY\n\n\n\n\n\t212-279-9424              
380,18098,PERSON,[],[],18063,"[             , 212, -, 490, -, 3430,      , en\n]",             212-490-3430      en\n
381,18124,CARDINAL,[],[],18105,[4*\n\n\n\n\n\n\to\n],4*\n\n\n\n\n\n\to\n
382,18334,PERSON,[],[],18316,"[correctly?\n\nA.,  ]",correctly?\n\nA.  
383,18369,ORDINAL,[],[],18363,[second],second
384,18455,PERSON,"[And, then, on, ,, at, ,, "", yours, ,]","[,, Director, ., ""]",18443,"[And, then, on, the, second, page, of, the, exhibit, ,, at, the, end, of, the, letter, it, says, ,, "", Cordially, yours, ,, H., R., Hanmer, ,, Director, of, Research, ., "",  ]",H. R. Hanmer
385,18477,ORG,[],[],18457,"[Director, of, Research]",Director of Research
386,18517,PERSON,[],[],18492,"[that?\n\nA.,  , Yes.\n\nQ.,  ]",that?\n\nA.  Yes.\n\nQ.  
387,18555,DATE,[],[],18541,"[this, yesterday]",this yesterday
388,18569,PERSON,[],[Yes.\n\nQ.],18557,"[H., R., Hanmer, correct?\n\nA.,  , Yes.\n\nQ.,  ]",H. R. Hanmer
389,18631,ORG,[],[],18574,"[the, Director, of, Research, for, The, American, Tobacco, Company]",the Director of Research for The American Tobacco Company
390,18652,DATE,[],[],18648,[1955],1955
391,18759,PERSON,[Dr.],"[,, Hanmer]",18758,"[Dr., H, ,, R., Hanmer, of, The, American, Tobacco, Company]",H
392,18770,PERSON,[],[of],18761,"[R., Hanmer, of, The, American, Tobacco, Company]",R. Hanmer
393,18802,ORG,[],[],18774,"[The, American, Tobacco, Company]",The American Tobacco Company
394,18831,PERSON,[Mrs.],"[,, III]",18811,"[Mrs., Keith, Shipley, Sutton, ,, III]",Keith Shipley Sutton
395,18853,DATE,[],[],18841,"[October, 14th]",October 14th
396,18868,PERSON,[],[],18855,"[1955?\n\nA.,  ]",1955?\n\nA.  
397,18950,PERSON,[exhibit],[going],18944,"[Next, exhibit, we\'re, going, to, look, at, this, morning]",we\'re
398,18980,TIME,[],[],18968,"[this, morning]",this morning
399,19025,ORDINAL,[],[],19019,[second],second
400,19089,ORG,[],[],19078,[Okay.\n\nQ.],Okay.\n\nQ.
401,19117,CARDINAL,[],[],19112,[three],three
402,19145,CARDINAL,[],[],19138,[RJR-401],RJR-401
403,19218,NORP,[],[],19210,[American],American
404,19237,CARDINAL,[],[],19234,[279],279
405,19428,ORG,[],[],19426,[  ],  
406,19535,PERSON,[],[],19511,"[that?\n\n\n\n\t2\n\tA.,  ]",that?\n\n\n\n\t2\n\tA.  
407,19559,PERSON,[],[],19558,[ ], 
408,19621,ORG,[],"[,, 21st, 1956]",19599,"[the\n\n\n\n\t4\n\tdate, ,, June, 21st, ,, 1956]",the\n\n\n\n\t4\n\tdate
409,19638,DATE,[],[],19623,"[June, 21st, ,, 1956]","June 21st, 1956"
410,19674,PERSON,[],"[ , Yes.\n\n\n\n\n\t6\n\tQ., And, on]",19652,"[that?\n\n\n\n\t5\n\tA.,  , Yes.\n\n\n\n\n\t6\n\tQ.,  , And, then, on, the, left, side, at, the, upper, part\n\n\n\n\n\t7\n\tof]",that?\n\n\n\n\t5\n\tA.
411,19801,PERSON,[],[],19784,"[Robert, K., Heimann]",Robert K. Heimann
412,19837,PERSON,[Mr.],"[,, Bowden]",19809,"[Mr., Paul\n\n\n\n\n\t8\n\tM., Hahn, ,, Mr., Alfred, F., Bowden]",Paul\n\n\n\n\n\t8\n\tM. Hahn
413,19859,PERSON,[Mr.],[],19843,"[Mr., Alfred, F., Bowden]",Alfred F. Bowden
414,20015,WORK_OF_ART,[],[],19961,"[Defense\n\n\n\n\n\t11\n\tof, American, Smoking, Tradition]",Defense\n\n\n\n\n\t11\n\tof American Smoking Tradition
415,20081,PERSON,[],[],20030,"[that?\n\n\n\n\n\t12\n\tA.,  , Yes.\n\n\n\n\t!3\n\tQ.,  ]",that?\n\n\n\n\n\t12\n\tA.  Yes.\n\n\n\n\t!3\n\tQ.  
416,20214,PERSON,[],[],20182,"[June, 21st/\n\n\n\n\n\t15\n\t1956]",June 21st/\n\n\n\n\n\t15\n\t1956
417,20238,PERSON,[],[],20221,"[Robert, K., Heimann]",Robert K. Heimann
418,20291,PERSON,[Mr.],[],20246,"[Mr., Paul, Hahn, and\n\n\n\n\xef\xbf\xbd\n\t16\n\tMr]",Paul Hahn and\n\n\n\n\xef\xbf\xbd\n\t16\n\tMr
419,20306,PERSON,[],[],20293,"[Alfred, Bowden]",Alfred Bowden
420,20399,PERSON,[American\n\n\n\n\n\t17\n\tSmoking],[],20367,"[American\n\n\n\n\n\t17\n\tSmoking, Tradition?\n\n\n\n\n\t18\n\tA.,  ]",Tradition?\n\n\n\n\n\t18\n\tA.  
421,20462,CARDINAL,[real],[ ],20436,"[real, quick.\n\n\n\n\n\t19\n\tQ.,  ]",quick.\n\n\n\n\n\t19\n\tQ.
422,20684,TIME,[],[],20672,"[this, morning]",this morning
423,20769,PERSON,[],[],20762,[RJR-867],RJR-867
424,20882,CARDINAL,[],[],20879,[212],212
425,20940,CARDINAL,[www.veritext.com],[3430\n\n\ten\n],20937,"[www.veritext.com,               , 212, -, 490, -, 3430\n\n\ten\n]",212
426,20967,CARDINAL,[],[],20966,[4],4
427,21011,PERSON,"[*, CO\n]",[],20974,"[*, CO\n, o\n, 4*\n\n\n\n\n\nCO\x0c\npgNbr=15\nI]",o\n 4*\n\n\n\n\n\nCO\x0c\npgNbr=15\nI
428,21306,CARDINAL,[],[],21301,[three],three
429,21338,PERSON,"[it\, marked]",[],21331,"[it\, 's, marked, RJR-867]",RJR-867
430,21372,CARDINAL,[],[],21371,[1],1
431,21394,PERSON,[],[at],21382,"[\xef\xbf\xbd, at, the, top, center]",\xef\xbf\xbd
432,21483,ORG,[],"[,, Street, ,, York]",21455,"[The, American, Tobacco, Company, ,, 150, East, 42nd, Street, ,, New, York, 17, ,, New, York]",The American Tobacco Company
433,21488,CARDINAL,[],[],21485,[150],150
434,21498,LOC,[],[],21489,"[East, 42nd]",East 42nd
435,21515,GPE,[],[17],21507,"[New, York, 17]",New York
436,21518,DATE,[],[],21516,[17],17
437,21528,GPE,[],[],21520,"[New, York]",New York
438,21604,DATE,[],[],21589,"[March, 5th, ,, 1962]","March 5th, 1962"
439,21644,PERSON,[],[],21619,"[that?\n\nA.,  , Yes.\n\nQ.,  ]",that?\n\nA.  Yes.\n\nQ.  
440,21686,DATE,[],[],21672,"[this, yesterday]",this yesterday
441,21758,ORG,[],[],21730,"[The, American, Tobacco, Company]",The American Tobacco Company
442,21802,ORG,[],[],21778,"[American, Tobacco, Company]",American Tobacco Company
443,21883,PERSON,[],[ ],21869,"[correct?\n\nA.,  ]",correct?\n\nA.
444,22344,CARDINAL,[],[],22341,[279],279
445,22427,PERSON,[],[],22425,[mm],mm
446,22543,CARDINAL,"[>, PfwpwiH, >, wwww\xef\xbf\xbdi\xef\xbf\xbd\n\ncn\n\nCO\n\nO, )]",[],22542,"[>, PfwpwiH, >, wwww\xef\xbf\xbdi\xef\xbf\xbd\n\ncn\n\nCO\n\nO, ), 4]",4
447,22719,ORG,[*],[280\n\nfrom],22545,"[*, co\n\no\n\n4*\x0c\npgNbr=16\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage, 280\n\nfrom]",co\n\no\n\n4*\x0c\npgNbr=16\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage
448,22731,CARDINAL,[],[],22720,[280\n\nfrom],280\n\nfrom
449,22770,DATE,[],[],22755,"[last, four, years]",last four years
450,22832,PERSON,[],[],22802,"[correctly?\n\nA.,  , Yes.\n\nQ.,  ]",correctly?\n\nA.  Yes.\n\nQ.  
451,22975,PERSON,[],"[,, PhD, ,, and, Heimann]",22964,"[Jacob, Cohen, ,, PhD, ,, and, Robert, K., Heimann, ,, PhD, ,, published, in, the, March, 1962, issue, of, Industrial, Medicine, and, Surgery]",Jacob Cohen
452,22980,WORK_OF_ART,[],[],22977,[PhD],PhD
453,23003,PERSON,[],"[,, PhD, ,, published]",22986,"[Robert, K., Heimann, ,, PhD, ,, published, in, the, March, 1962, issue, of, Industrial, Medicine, and, Surgery]",Robert K. Heimann
454,23008,WORK_OF_ART,[],[],23005,[PhD],PhD
455,23037,DATE,[],[],23027,"[March, 1962]",March 1962
456,23066,ORG,[],"[and, Surgery]",23047,"[Industrial, Medicine, and, Surgery]",Industrial Medicine
457,23112,PERSON,[],[ ],23096,"[correctly?\n\nA.,  ]",correctly?\n\nA.
458,23137,PERSON,[Dr.],[],23130,"[Dr., Heimann]",Heimann
459,23198,ORG,[],[],23147,"[the, Research, Department, of, American, Tobacco, Company]",the Research Department of American Tobacco Company
460,23214,PERSON,[],[ ],23200,"[correct?\n\nA.,  ]",correct?\n\nA.
461,23321,PERSON,[],[],23307,"[Robert, Heimann]",Robert Heimann
462,23456,NORP,[],[],23448,[American],American
463,23487,PERSON,[],[:],23481,"[LATHAM, :,  ]",LATHAM
464,23577,PERSON,[],[],23562,"[Yes.\n\nA.,     ]",Yes.\n\nA.     
465,23590,PERSON,[],[possibly],23584,"[ , it\, 's, possibly]", it\'s
466,23646,ORG,[],[],23644,[  ],  
467,23664,CARDINAL,[],[],23661,[279],279
468,23759,ORG,[COMPANY],[],23700,"[though.\n\n212, -, 279, -, 9424\n\nVERITEXT, REPORTING, COMPANY, www.veritext.com\n\n212-490-3430\x0c\npgNbr=17\n1\n\n2\n\n3]",www.veritext.com\n\n212-490-3430\x0c\npgNbr=17\n1\n\n2\n\n3
469,23766,CARDINAL,[www.veritext.com\n\n212-490-3430\x0c\npgNbr=17\n1\n\n2\n\n3],[],23760,"[though.\n\n212, -, 279, -, 9424\n\nVERITEXT, REPORTING, COMPANY, www.veritext.com\n\n212-490-3430\x0c\npgNbr=17\n1\n\n2\n\n3, 4\n\n5]",4\n\n5
470,23770,TIME,[],[],23767,"[6, 7]",6 7
471,23792,DATE,[],[],23787,"[14, 15]",14 15
472,23795,CARDINAL,[],[],23793,[16],16
473,23801,CARDINAL,[],"[20, 22]",23799,"[18, 19, 20, 21, 22]",18
474,23804,CARDINAL,[],[],23802,[19],19
